GroupingNum,Grouping1 to center_x,Grouping1 to center_y,Grouping2 to center_x,Grouping2 to center_y,Grouping3 to center_x,Grouping3 to center_y,Equip_Output
1,9.155844155844155,47.02597402597403,,,,,"1,11"
1,12.038961038961038,47.02597402597403,,,,,"1,11"
1,15.272727272727272,47.103896103896105,,,,,"1,11"
1,15.350649350649352,43.63636363636364,,,,,"1,11"
1,15.155844155844155,40.51948051948053,,,,,"1,11"
1,12.194805194805197,40.36363636363637,,,,,"1,11"
1,9.07792207792208,40.40259740259741,,,,,"1,11"
1,9.116883116883116,44.02597402597403,,,,,"1,11"
1,10.48051948051948,45.42857142857143,,,,,"1,11"
1,12.0,44.103896103896105,,,,,"1,11"
1,13.948051948051948,42.0,,,,,"1,11"
1,13.90909090909091,45.42857142857143,,,,,"1,11"
1,10.441558441558442,41.88311688311688,,,,,"1,11"
1,17.064935064935064,47.02597402597403,,,,,"0,11"
1,19.01298701298701,47.06493506493506,,,,,"0,11"
1,19.12987012987013,43.909090909090914,,,,,"0,11"
1,19.32467532467533,40.129870129870135,,,,,"0,11"
1,17.025974025974026,40.324675324675326,,,,,"0,11"
1,16.948051948051948,43.909090909090914,,,,,"0,11"
1,18.03896103896104,41.57142857142858,,,,,"0,11"
1,18.0,45.62337662337662,,,,,"0,11"
1,20.805194805194805,47.06493506493506,,,,,11
1,23.727272727272727,47.22077922077922,,,,,11
1,27.19480519480519,47.22077922077922,,,,,11
1,27.11688311688312,43.5974025974026,,,,,11
1,27.03896103896104,40.36363636363637,,,,,11
1,24.0,40.51948051948053,,,,,11
1,20.68831168831169,40.5974025974026,,,,,11
1,20.68831168831169,43.83116883116883,,,,,11
1,22.4025974025974,45.42857142857143,,,,,11
1,25.55844155844156,45.62337662337662,,,,,11
1,25.51948051948052,41.88311688311688,,,,,11
1,22.16883116883117,42.11688311688312,,,,,11
1,23.844155844155843,43.55844155844156,,,,,11
1,28.636363636363637,47.06493506493506,,,,,"3,11"
1,30.623376623376625,47.103896103896105,,,,,"3,11"
1,30.740259740259734,43.83116883116883,,,,,"3,11"
1,30.467532467532465,40.44155844155844,,,,,"3,11"
1,28.75324675324676,40.55844155844156,,,,,"3,11"
1,28.714285714285715,44.142857142857146,,,,,"3,11"
1,29.8051948051948,45.74025974025975,,,,,"3,11"
1,29.454545454545453,42.11688311688312,,,,,"3,11"
1,32.064935064935064,47.2987012987013,,,,,"4,11"
1,35.18181818181818,47.18181818181819,,,,,"4,11"
1,38.45454545454545,47.25974025974026,,,,,"4,11"
1,38.298701298701296,43.71428571428572,,,,,"4,11"
1,38.33766233766234,40.40259740259741,,,,,"4,11"
1,35.02597402597402,40.36363636363637,,,,,"4,11"
1,32.064935064935064,40.324675324675326,,,,,"4,11"
1,32.18181818181818,44.02597402597403,,,,,"4,11"
1,33.19480519480519,45.77922077922078,,,,,"4,11"
1,37.36363636363636,45.896103896103895,,,,,"4,11"
1,37.01298701298701,41.76623376623377,,,,,"4,11"
1,33.38961038961039,41.80519480519481,,,,,"4,11"
1,35.14285714285714,43.5974025974026,,,,,"4,11"
1,40.01298701298701,46.94805194805195,,,,,"5,11"
1,43.48051948051948,46.98701298701299,,,,,"5,11"
1,47.06493506493506,47.103896103896105,,,,,"5,11"
1,47.02597402597402,43.44155844155844,,,,,"5,11"
1,47.14285714285714,40.48051948051948,,,,,"5,11"
1,43.44155844155844,40.48051948051948,,,,,"5,11"
1,40.12987012987013,40.36363636363637,,,,,"5,11"
1,40.12987012987013,43.87012987012987,,,,,"5,11"
1,41.72727272727273,45.46753246753247,,,,,"5,11"
1,45.50649350649351,45.38961038961039,,,,,"5,11"
1,45.50649350649351,41.76623376623377,,,,,"5,11"
1,41.61038961038961,41.88311688311688,,,,,"5,11"
1,43.87012987012987,43.5974025974026,,,,,"5,11"
1,0.6233766233766236,47.33766233766234,,,,,"2,11"
1,4.129870129870129,47.45454545454545,,,,,"2,11"
1,7.831168831168831,47.45454545454545,,,,,"2,11"
1,7.558441558441558,43.675324675324674,,,,,"2,11"
1,7.480519480519481,40.324675324675326,,,,,"2,11"
1,4.129870129870129,40.129870129870135,,,,,"2,11"
1,0.7402597402597397,40.40259740259741,,,,,"2,11"
1,0.6233766233766236,43.675324675324674,,,,,"2,11"
1,2.025974025974026,46.129870129870135,,,,,"2,11"
1,6.116883116883116,46.51948051948053,,,,,"2,11"
1,3.974025974025974,43.71428571428572,,,,,"2,11"
1,1.8701298701298708,41.76623376623377,,,,,"2,11"
1,5.922077922077921,41.84415584415584,,,,,"2,11"
1,0.4675324675324681,38.493506493506494,,,,,"2,10"
1,4.207792207792208,38.57142857142858,,,,,"2,10"
1,7.831168831168831,38.922077922077925,,,,,"2,10"
